Apple IIGS Tool Descriptions - Listing by Tool Call Number


Cal Set
Num Num  Set Name         Call Name           Description
$02 $0F  Menu Manager     _MenuStartUp          Starts up the Menu Manager for use by an application
$03 $0F  Menu Manager     _MenuShutDown         Shuts down the Menu Manager when an application quits
$04 $0F  Menu Manager     _MenuVersion          Returns the version number of the Menu Manager
$05 $0F  Menu Manager     _MenuReset            Resets the Menu Manager; called only when system reset - not by application
$06 $0F  Menu Manager     _MenuStatus           Indicates whether the Menu Manager is active
$09 $0F  Menu Manager     _MenuKey              Maps a character to the associated menu and item for that character
$0A $0F  Menu Manager     _GetMenuBar           Returns the handle of the current menu bar
$0B $0F  Menu Manager     _MenuRefresh          Attempts to refresh the screen
$0C $0F  Menu Manager     _FlashMenuBar         Flashes the entire current menu bar
$0D $0F  Menu Manager     _InsertMenu           Inserts a specified menu into the menu list after a spec menu item or at front of list
$0E $0F  Menu Manager     _DeleteMenu           Removes a specified menu from the menu list
$0F $0F  Menu Manager     _InsertMItem          Inserts a menu item into a menu after a specified menu item or at the front of the list
$10 $0F  Menu Manager     _DeleteMItem          Removes a specified item from the current menu
$11 $0F  Menu Manager     _GetSysBar            Returns the handle of the current system menu bar
$12 $0F  Menu Manager     _SetSysBar            Sets a new system bar; the system menu bar becomes the current menu bar
$13 $0F  Menu Manager     _FixMenuBar           Computes standard sizes for the menu bar and menus
$14 $0F  Menu Manager     _CountMItems          Returns the number of items, including any dividing lines, in a specified menu
$15 $0F  Menu Manager     _NewMenuBar           Creates a default menu bar with no menus
$16 $0F  Menu Manager     _GetMHandle           Returns a handle to a menu record
$17 $0F  Menu Manager     _SetBarColors         Sets the normal, inverse, and outline colors of the current menu bar
$18 $0F  Menu Manager     _GetBarColors         Returns the colors for the current menu bar
$19 $0F  Menu Manager     _SetMTitleStart       Sets the starting position for the leftmost title within the current menu bar
$1A $0F  Menu Manager     _GetMTitleStart       Returns the starting position of the leftmost title within the current menu bar
$1B $0F  Menu Manager     _GetMenuMgrPort       Returns a pointer to the Menu Manager's port
$1C $0F  Menu Manager     _CalcMenuSize         Sets menu dimensions, either manually or automatically
$1D $0F  Menu Manager     _SetMTitleWidth       Sets the width of a title
$1E $0F  Menu Manager     _GetMTitleWidth       Returns the width of a menu title
$1F $0F  Menu Manager     _SetMenuFlag          Sets the menu to a specified state
$20 $0F  Menu Manager     _GetMenuFlag          Returns the menu flag for a specified menu
$21 $0F  Menu Manager     _SetMenuTitle         Specifies the title for a menu
$22 $0F  Menu Manager     _GetMenuTitle         Returns a pointer to the title of a menu
$23 $0F  Menu Manager     _MenuGlobal           Turns menu help on/off or returns state of menu help; help user know inactive to active
$24 $0F  Menu Manager     _SetMItem             Specifies the name for a menu item by pointing to an item line
$25 $0F  Menu Manager     _GetMItem             Returns a pointer to the name of an item
$26 $0F  Menu Manager     _SetMItemFlag         Sets spec item number to be underlined or not underlined & sets the highlighting style
$27 $0F  Menu Manager     _GetMItemFlag         Returns values for a spec item, such as whether it is disabled, underlined or highlighted
$28 $0F  Menu Manager     _SetMItemBlink        Determines how many times all menu items should blink when selected
$29 $0F  Menu Manager     _MenuNewRes           Adjusts screen resolution and redraws the current system menu bar
$2A $0F  Menu Manager     _DrawMenuBar          Draws the current menu bar, along with any menu titles on the bar
$2B $0F  Menu Manager     _MenuSelect           Draws hilighted titles, pulls down menus, & handles user interaction when mouse bttn click
$2C $0F  Menu Manager     _HiliteMenu           Highlights or unhighlights the title of a specified menu
$2D $0F  Menu Manager     _NewMenu              Allocates space for a menu list and its items
$2E $0F  Menu Manager     _DisposeMenu          Frees the memory allocated by NewMenu
$2F $0F  Menu Manager     _InitPalette          Reinitializes the palettes needed for the colored Apple logo in system menu bar
$30 $0F  Menu Manager     _EnableMItem          Sets a specified menu item to display normally and allows it to be selected
$31 $0F  Menu Manager     _DisableMItem         Sets spec menu item to display in dimmed characters & does not allow it to be selected
$32 $0F  Menu Manager     _CheckMItem           Sets spec menu item to display or to not display a check mark to the left of the item
$33 $0F  Menu Manager     _SetMItemMark         Sets a spec menu item to display or to not display a spec character to the left of item
$34 $0F  Menu Manager     _GetMItemMark         Returns the current character that is displayed to the left of a specified menu item
$35 $0F  Menu Manager     _SetMItemStyle        Sets the text style for a specified menu item
$36 $0F  Menu Manager     _GetMItemStyle        Returns the text style for a specified menu item
$37 $0F  Menu Manager     _SetMenuID            Specifies a new menu number
$38 $0F  Menu Manager     _SetMItemID           Specifies the ID number of a menu item
$39 $0F  Menu Manager     _SetMenuBar           Sets the current menu bar
$3A $0F  Menu Manager     _SetMItemName         Specifies the aname of a menu item by pointing to a Pascal-type string
$3B $0F  Menu Manager     _GetPopUpDefProc      Returns a pointer to the control definition procedure for pop-up menus
$3C $0F  Menu Manager     _PopUpMenuSelect      Draws highlighted titles and handles user interaction when the user clicks on a pop-up menu
$3E $0F  Menu Manager     _NewMenu2             Allocates space for a menu list and its items
$3F $0F  Menu Manager     _InsertMitem2         Inserts an item into a menu after a specified menu item or at the top of the menu
$40 $0F  Menu Manager     _SetMenuTitle2        Specifies the title of a menu
$41 $0F  Menu Manager     _SetMitem2            Specifies the title of a menu item
$42 $0F  Menu Manager     _SetMitemName2        Specifies the name of a menu item
$43 $0F  Menu Manager     _NewMenuBar2          Creates a menu bar using a menu bar template as its input specification
$44 $0F  Menu Manager     _GetResMTitle         Returns pointer to the menu title
$45 $0F  Menu Manager     _HideMenuBar          Hides the system menu bar by adding the menu bar to the desktop region
$46 $0F  Menu Manager     _ShowMenuBar          Reveals the system menu bar by subtracting the menu bar from the desktop region
$47 $0F  Menu Manager     _SetItemIcon          ItemIconRef field in the itemStruct record for the menu item indicated
$48 $0F  Menu Manager     _GetItemIcon          Returns the reference to the icon associated with menu item indicated
$49 $0F  Menu Manager     _SetItemStruct        Sets the ItemTitleRef field of the item record to the reference for the itemStruct record passed
$4A $0F  Menu Manager     _GetItemStruct        Returns the reference to the itemStruct record of the menu item specified
$4B $0F  Menu Manager     _RemoveItemStruct     Removes the itemStruct record from the item record
$4C $0F  Menu Manager     _GetItemFlag2         Returns the itemfFag2 field for the itemStruct record associated with the menu item indicated
$4D $0F  Menu Manager     _SetItemFlag2         Sets the itemFlag2 field for the itemStruct record of the indicated menu item to the value passed
$4E $0F  Menu Manager     _GetItemWidth         Computes the default size of a specified menu item
$4F $0F  Menu Manager     _GetMItemBlink        GetMItemBlink returns the current menu item blink setting, as set with SetMItemBlink
$50 $0F  Menu Manager     _InsertPathMItems     Takes a GS/OS pathname and inserts one menu item into the specified menu for each segment of the pathname

Control Manager

$01 $10  Control Manager  _CtlBootInit          Initializes the Control Manager; called only by Tool Locator (not application)
$02 $10  Control Manager  _CtlStartUp           Starts up the Control Manager for use by an application
$03 $10  Control Manager  _CtlShutDown          Shuts down the Control Manager
$04 $10  Control Manager  _CtlVersion           Returns the version number of the Control Manager
$05 $10  Control Manager  _CtlReset             Resets the Control Manager; called only on reset (not by application)
$06 $10  Control Manager  _CtlStatus            Indicates whether the Control Manager is active
$09 $10  Control Manager  _NewControl           Creates a ctrl, adds it to begin of spec. window's ctrl list, & returns handle to new ctrl
$0A $10  Control Manager  _DisposeControl       Deletes a spec. ctrl & releases mem occupied by ctrl record & any data struct. w/the ctrl
$0B $10  Control Manager  _KillControls         Disposes of all controls associated with a specified window
$0C $10  Control Manager  _SetCtlTitle          Sets a specified control's title to a given string and redraws the control
$0D $10  Control Manager  _GetCtlTitle          Returns value in spec ctrl's ctlData field, which, for ctrls w/titles, is ptr to title str
$0E $10  Control Manager  _HideControl          Makes spec ctrl invisible by fillng region the ctrl occupies w/bkground pattern of grafprt
$0F $10  Control Manager  _ShowControl          Makes a specified control visible
$10 $10  Control Manager  _DrawControls         Draws all controls currently visible in a specified window
$11 $10  Control Manager  _HiliteControl        Changes the way a specified control is highlighted
$12 $10  Control Manager  _CtlNewRes            Reinitializes resolution and mode
$13 $10  Control Manager  _FindControl          Tells in which of window's ctrls, if any, the cursor was in when user pressed mouse button
$14 $10  Control Manager  _TestControl          Tests which part of a specified control contains a specified point
$15 $10  Control Manager  _TrackControl         Follows mouse movements and responds appropriately until mouse button is released
$16 $10  Control Manager  _MoveControl          Moves a specified control to a new location within its window
$17 $10  Control Manager  _DragControl          Pulls dotted outln of ctrl around screen, following mvments of mouse till button released
$18 $10  Control Manager  _SetCtlIcons          Provides a handle to a specified new icon font
$19 $10  Control Manager  _SetCtlValue          Sets spec ctrl's ctlValue field to a spec value & redraws ctrl to reflect new setting
$1A $10  Control Manager  _GetCtlValue          Returns a specified control's current ctlValue field
$1B $10  Control Manager  _SetCtlParams         Sets new params in ctrl's def procedure, which will set values & redraw ctrl if necessary
$1C $10  Control Manager  _GetCtlParams         Returns a specified control's additional parameters
$1D $10  Control Manager  _DragRect             Pulls dotted outln of rectangle around screen, follown mvments of mouse till bttn released
$1E $10  Control Manager  _GrowSize             Returns the height & width of size box ctrl, using Control Manager's current icon font
$1F $10  Control Manager  _GetCtlDpage          Returns the value of the Control Manager's direct page
$20 $10  Control Manager  _SetCtlAction         Sets a specified control's ctrlAction field to a new action
$21 $10  Control Manager  _GetCtlAction         Returns the current value of a specified control's ctlAction field
$22 $10  Control Manager  _SetCtlRefCon         Sets a specified control's ctlRefCon field to a new value
$23 $10  Control Manager  _GetCtlRefCon         Returns the current value of a specified control's ctlRefCon field
$24 $10  Control Manager  _EraseControl         Makes spec ctrl invisible but doesn't add ctrl's enclosing rectangle to wndw update region
$25 $10  Control Manager  _DrawOneCtl           Draws a specified control
$26 $10  Control Manager  _FindTargetCtl        Returns the handle of the target control within the control list for the active window
$27 $10  Control Manager  _MakeNextCtlTarget    Makes the next eligible control the target control
$28 $10  Control Manager  _MakeThisCtlTarget    Makes the specified control the target
$29 $10  Control Manager  _SendEventToCtl       Passes a specified extended task record to the appropriate control or controls
$2A $10  Control Manager  _GetCtlID             Returns the ctlID field from the control record of a specified control
$2B $10  Control Manager  _SetCtliD             Sets the ctliD field in the control record of a specified control
$2C $10  Control Manager  _CallDefProc          Calls a controls defproc with the specified inputs
$2D $10  Control Manager  _NotifyCtls           Calls the control definition procedures for extended controls in a specified window
$2E $10  Control Manager  _GetCtlMoreFlags      Gets the contents of the ctlMoreFlags field of the control record for a specified control
$2F $10  Control Manager  _SetCtlMoreFlags      Sets the contents of the ctlMoreFlags field of the control record for a specified control
$30 $10  Control Manager  _GetCtlHandleFromID   Retrieves the control handle to the control record with a specified ctlID field value
$31 $10  Control Manager  _NewControl2          Creates one or more new controls.
$32 $10  Control Manager  _CMLoadResource       This is an entry point to the internal Control Manager routine that loads resources
$33 $10  Control Manager  _CMReleaseResource    This is an entry point to the internal Control Manager routine that releases resources
$34 $10  Control Manager  _SetCtlParamPtr       Sets the pointer to the current text substitution array for the Control Manager
$35 $10  Control Manager  _GetCtlParamPtr       Retrieves the pointer to the current text substitution array for the Control Manager
$36 $10  Control Manager  _FutzCtls             Invalidates bound rects of a window's normal controls and tells other controls that window state has changed
$37 $10  Control Manager  _InvalCtls            Invalidates all rectangles for all controls in a specified window
$38 $10  Control Manager  _CMUnloadSegments     Unloads any dynamic segments that have been loaded in the course of using the tool
$39 $10  Control Manager  _FindRadioButton      Returns a value indicating which radio button is selected in a given family
$3A $10  Control Manager  _SetLETextByID        Sets the text of an Edit Line control to a string supplied by the caller
$3B $10  Control Manager  _GetLETextByID        Returns the text of an Edit Line control into a buffer supplied by the caller
$3C $10  Control Manager  _SetCtlValueByID      Sets the value of the control that has the specified control ID in the specified window
$3D $10  Control Manager  _GetCtlValueByID      Returns the current value of the control that has the specified control ID in the specified window
$3E $10  Control Manager  _InvalOneCtlByID      Invalidates a control's rectangle, just as if you called InvalRect on the control's rectangle
$3F $10  Control Manager  _HiliteCtlByID        Changes the way a specified control is highlighted, just as if you called HiliteControl

System Loader

$01 $11  System Loader    _LoaderInit           Initializes System Loader Toolset; called only by the Tool Locator - not by application
$02 $11  System Loader    _LoaderStartUp        Starts up System Loader - This function does nothing - Do not use
$03 $11  System Loader    _LoaderShutDown       Shuts down System Loader - This function does nothing - Do not use
$04 $11  System Loader    _LoaderVersion        Returns the version number of System Loader
$05 $11  System Loader    _LoaderReset          Resets System Loader Toolset - This function does nothing - Do not use
$06 $11  System Loader    _LoaderStatus         Indicates whether System Loader Toolset is active
$09 $11  System Loader    _InitialLoad          Called to ask the System Loader to perform an initial load of a program
$0A $11  System Loader    _Restart              Restarts a dormant application that was shut down, but is still in memory
$0B $11  System Loader    _LoadSegNum           Loads a load segment specified by load-file number, seg number, & user ID, into memory
$0C $11  System Loader    _UnloadSegNum         Unloads a specific load segment from memory
$0D $11  System Loader    _LoadSegName          Loads a named segment into memory (named by its load file's pathname & segment name)
$0E $11  System Loader    _UnloadSeg            Unloads the load segment containing the specified address
$0F $11  System Loader    _GetLoadSegInfo       Returns the Memory Segment Table entry corresponding to the spec (by #) load segment
$10 $11  System Loader    _GetUserID            Returns the User ID associated with the specified pathname
$11 $11  System Loader    _LGetPathname         Returns the pathname associated with the specified User ID
$12 $11  System Loader    _UserShutdown         Closes down an application that has just terminated

QuickDraw Aux

$01 $12  QuickDraw Aux    _QDAuxBootInit        Initializes QuickDraw II Auxiliary; called only by the Tool Locator - not by application
$02 $12  QuickDraw Aux    _QDAuxStartUp         Starts up QuickDraw II Auxiliary for use by an application
$03 $12  QuickDraw Aux    _QDAuxShutDown        Shuts down QuickDraw II Auxiliary when an application quits
$04 $12  QuickDraw Aux    _QDAuxVersion         Returns the version number of QuickDraw II Auxiliary
$05 $12  QuickDraw Aux    _QDAuxReset           Resets QuickDraw II Auxiliary; called only when the system is reset - not by applicaiton
$06 $12  QuickDraw Aux    _QDAuxStatus          Indicates whether QuickDraw II Auxiliary is active
$09 $12  QuickDraw Aux    _CopyPixels           Copies pixel image from 1 place to another, w/stretch or compress to make source fit dest
$0A $12  QuickDraw Aux    _WaitCursor           Changes the cursor to a predefined cursor that looks like a watch
$0B $12  QuickDraw Aux    _DrawIcon             Draws a spec icon in a spec mode at a spec location & clips to current visible region
$0C $12  QuickDraw Aux    _SpecialRect          Frames & fills a rectangle in a single call
$0D $12  QuickDraw Aux    _SeedFill             Generates a mask from a specified source image and pattern by filling outward from a starting point
$0E $12  QuickDraw Aux    _CalcMask             Generates a mask from a specified source image and pattern by filling inward from the boundary rectangle
$0F $12  QuickDraw Aux    _GetSysIcon           Returns small icons representing files, devices, and other miscellaneous icons
$10 $12  QuickDraw Aux    _PixelMap2Rgn         Transforms a pixel map into a QuickDraw II region
$13 $12  QuickDraw Aux    _IBeamCursor          Sets the QuickDraw II cursor to an I-beam cursor
$14 $12  QuickDraw Aux    _WhooshRect           Animates a “zooming” effect from one rectangle to another
$15 $12  QuickDraw Aux    _DrawStringWidth      Draws a string in a specified horizontal width on a single line
$16 $12  QuickDraw Aux    _UseColorTable        Preserves Scanline Control Bytes (SCBs) and sets them to use a color table you specify
$17 $12  QuickDraw Aux    _RestoreColorTable    Undoes the effects of UseColorTable
$B7 $12  QuickDraw Aux    _OpenPicture          Allocates mem for recording of drawing commands into a pic defin. & returns handle to pic
$B8 $12  QuickDraw Aux    _PicComment           Inserts a specified comment into the currently open picture
$BA $12  QuickDraw Aux    _DrawPicture          Takes drawing commands recorded in pic defin., maps them from pic frame into dest rect.
$BB $12  QuickDraw Aux    _KillPicture          Releases all memory occupied by a specifed picture

Print Manager

$01 $13  Print Manager    _PMBootInit           Initializes the Print Manager; called only by Tool Locator - not by application
$02 $13  Print Manager    _PMStartUp            Starts up the Print Manager for use by an application
$03 $13  Print Manager    _PMShutDown           Shuts down the Print Manager when an application quits
$04 $13  Print Manager    _PMVersion            Returns the version number of the Print Manager
$05 $13  Print Manager    _PMReset              Resets the Print Manager; called only when system reset - not by application
$06 $13  Print Manager    _PMStatus             Indicates whether the Print Manager is active
$09 $13  Print Manager    _PrDefault            Fills the fields of a spec print record with default values for the appropriate printer
$0A $13  Print Manager    _PrValidate           Checks print record for compatibility w/current version # of Print Mgr & installed printer
$0B $13  Print Manager    _PrStlDialog          Conducts a style dialog w/user to determine page dimens & other info needed for page setup
$0C $13  Print Manager    _PrJobDialog          Conducts a job dialog w/user to determine print quality, range of pages to print, etc.
$0D $13  Print Manager    _PrPixelMap           Prints all or part of a specified pixel map
$0E $13  Print Manager    _PrOpenDoc            Inits GrafPort for use in printing a document, makes it current port & returns ptr to port
$0F $13  Print Manager    _PrCloseDoc           Closes the GrafPort being used for printing
$10 $13  Print Manager    _PrOpenPage           Begins a new page
$11 $13  Print Manager    _PrClosePage          Ends the printing of the current page
$12 $13  Print Manager    _PrPicFile            Prints a spooled document
$14 $13  Print Manager    _PrError              Returns last printer error code left during printing loop by Print Manager routines
$15 $13  Print Manager    _PrSetError           Stores spec value into global variable where Print Manager keeps its printer err codes
$16 $13  Print Manager    _PrChoosePrinter      Conducts a Choose Printer dialog w/user to determine printer and port driver to use
$18 $13  Print Manager    _PrGetPrinterSpecs    Returns information about the currently selected printer
$23 $13  Print Manager    _PrDriverVer          Returns the version number of the currently installed printer driver
$24 $13  Print Manager    _PrPortVer            Returns the version number of the currently installed port driver
$25 $13  Print Manager    _PrGetZoneName        Returns the name string for the currently selected AppleTalk print zone
$28 $13  Print Manager    _PrGetPrinterDvrName  Returns the name string for the currently selected printer driver
$29 $13  Print Manager    _PrGetPortDvrName     Returns the name string for the currently selected port driver
$2A $13  Print Manager    _PrGetUserName        Returns the user name as entered in the Control Panel
$2B $13  Print Manager    _PrGetNetworkName     Returns the AppleTalk network name for the currently selected printer
$34 $13  Print Manager    _PMUnloadDriver       Unloads current port driver, printer driver, or both, depending on input parameter
$35 $13  Print Manager    _PMLoadDriver         Loads current printer driver, port driver, or both, depending on the input parameter
$36 $13  Print Manager    _PrGetDocName         Returns a pointer to the current document name string for your document
$37 $13  Print Manager    _PrSetDocName         Sets the document name for use with AppleTalk printers
$38 $13  Print Manager    _PrGetPgOrientation   Returns a value indicating the current page orientation for the specified document

Line Edit

$01 $14  Line Edit        _LEBootInit           Initializes the LineEdit Tool Set; called only by Tool Locator
$02 $14  Line Edit        _LEStartUp            Starts up the LineEdit Tool Set for use by an application
$03 $14  Line Edit        _LEShutDown           Shuts down the LineEdit Tool Set when an application quits
$04 $14  Line Edit        _LEVersion            Returns the version number of the LineEdit Tool Set
$05 $14  Line Edit        _LEReset              Resets the LineEdit Tool Set; called only when the system is reset
$06 $14  Line Edit        _LEStatus             Indicates whether the LineEdit Tool Set is active
$09 $14  Line Edit        _LENew                Allocates space for text, creates & inits edit record, & returns handle to new edit record
$0A $14  Line Edit        _LEDispose            Releases the memory allocated for a specified edit record
$0B $14  Line Edit        _LESetText            Incorporates a copy of the specified text into a specified edit record
$0C $14  Line Edit        _LEIdle               Causes the caret at the insertion point (if any) in specified text to blink
$0D $14  Line Edit        _LEClick              Controls placement & highlighting of selection range as determined by mouse events
$0E $14  Line Edit        _LESetSelect          Sets the selection range of a specified edit record
$0F $14  Line Edit        _LEActivate           Highlights the selection range or caret of a specified edit record
$10 $14  Line Edit        _LEDeactivate         Unhighlights the selection range or caret of a specified edit record
$11 $14  Line Edit        _LEKey                Replaces select range/caret in text of spec edit record w/spec char & leaves insert pnt
$12 $14  Line Edit        _LECut                Removes selection range from text of spec edit record & places it in LineEdit scrap
$13 $14  Line Edit        _LECopy               Copies selection range from text of a spec edit record to the LineEdit scrap
$14 $14  Line Edit        _LEPaste              Replaces selec range/caret in text of spec edit record w/contents of LineEdit scrap
$15 $14  Line Edit        _LEDelete             Removes selec range from text of spec edit record without placing it in LineEdit scrap
$16 $14  Line Edit        _LEInsert             Takes spec text & inserts it just before selection range/caret in text of spec edit record
$17 $14  Line Edit        _LEUpdate             Redraws the text of a specified edit record
$18 $14  Line Edit        _LETextBox            Draws specified text in a specified rectangle, justifying the text as specified
$19 $14  Line Edit        _LEFromScrap          Copies the desk scrap to the LineEdit scrap
$1A $14  Line Edit        _LEToScrap            Copies the LineEdit scrap to the desk scrap
$1B $14  Line Edit        _LEScrapHandle        Returns a handle to the LineEdit scrap
$1C $14  Line Edit        _LEGetScrapLen        Returns the size of the LineEdit scrap in bytes
$1D $14  Line Edit        _LESetScrapLen        Sets the size of the LineEdit scrap to a specified number of bytes
$1E $14  Line Edit        _LESetHilite          Sets the leHiliteHook field of a psecified edit record to a specified address
$1F $14  Line Edit        _LESetCaret           Sets the leCaretHook field of a specified edit record to a specified address
$20 $14  Line Edit        _LETextBox2           Draws spec txt in spec rectangle, justify text as spec, w/word wrap, & handle embed chges
$21 $14  Line Edit        _LESetJust            Sets the style of justification for the text of a specified edit record
$22 $14  Line Edit        _LEGetTextHand        Returns a handle to the text of a specified edit record
$23 $14  Line Edit        _LEGetTextLen         Returns the length of the text of a specified edit record in bytes
$24 $14  Line Edit        _GetLEDefProc         Returns the address of the current LineEdit control definition procedure
$25 $14  Line Edit        _LEClassifyKey        Returns a word with bits indicating what categories a specified event falls into

Dialog Manager

$01 $15  Dialog Manager   _DialogBootInit       Initializes the Dialog Manager; called only by Tool Locator (not application)
$02 $15  Dialog Manager   _DialogStartUp        Starts up the Dialog Manager for use by an application
$03 $15  Dialog Manager   _DialogShutDown       Shuts down the Dialog Manager
$04 $15  Dialog Manager   _DialogVersion        Returns the version number of the Dialog Manager
$05 $15  Dialog Manager   _DialogReset          Resets the Dialog Manager; called only on reset (not by application)
$06 $15  Dialog Manager   _DialogStatus         Indicates whether the Dialog Manager is active
$09 $15  Dialog Manager   _ErrorSound           Establishes the sound procedure for alerts
$0A $15  Dialog Manager   _NewModalDialog       Creates a specified modal dialog & returns a pointer to the GrafPort of the new dialog
$0B $15  Dialog Manager   _NewModelessDialog    Creates a specified modeless dialog & returns a pointer to the GrafPort of the new dialog
$0C $15  Dialog Manager   _CloseDialog          Removes a specified dialog window from the screen and deletes it from the window list
$0D $15  Dialog Manager   _NewDItem             Adds a new item to the dialog's item list
$0E $15  Dialog Manager   _RemoveDItem          Removes a specified item from a specified dialog and erases it from the screen
$0F $15  Dialog Manager   _ModalDialog          If frontmost window is modal dialog box, then repeatedly gets events in dialog's window
$10 $15  Dialog Manager   _IsDialogEvent        Determines whether a specified event needs to be handled as part of modeless dialog
$11 $15  Dialog Manager   _DialogSelect         Handles an event as part of a specified modeless dialog
$12 $15  Dialog Manager   _DlgCut               Checks if spec dialog has any editLine items, if so applies LEcut proc to selected item
$13 $15  Dialog Manager   _DlgCopy              Checks if spec dialog has any editLine items, if so applies LEcopy proc to selected item
$14 $15  Dialog Manager   _DlgPaste             Checks if spec dialog has any editLine items, if so applies LEPaste proc to selected item
$15 $15  Dialog Manager   _DlgDelete            Checks if spec dialog has any editLine items, if so applies LEDelete proc to selected item
$16 $15  Dialog Manager   _DrawDialog           Draws the contents of a specified dialog box
$17 $15  Dialog Manager   _Alert                Invokes an alert defined by a specified alert template
$18 $15  Dialog Manager   _StopAlert            Invokes an alert defined by alert template & draws stop icon in upper-left corner of box
$19 $15  Dialog Manager   _NoteAlert            Invokes an alert defined by alert template & draws note icon in upper-left corner of box
$1A $15  Dialog Manager   _CautionAlert         Invokes an alert defined by alert template & draws caution icon in uppr-left corner of box
$1B $15  Dialog Manager   _ParamText            Specifies text for 1-4 special strings in statText, longStatText, & longStatText2 items
$1C $15  Dialog Manager   _SetDAFont            Specifies the font for the dialog or alert window's GrafPort
$1E $15  Dialog Manager   _GetControlDItem      Returns a handle to the control for a specified item
$1F $15  Dialog Manager   _GetIText             Returns the text of a specified statText or editLine item in a psecified dialog box
$20 $15  Dialog Manager   _SetIText             Provides text for spec statText or editLine item in a spec dialog box & draws the item
$21 $15  Dialog Manager   _SelectIText          Sets selection range or insertion point for a spec editLine item in a spec dialog box
$22 $15  Dialog Manager   _HideDItem            Erases a specified item from a specified dialog
$23 $15  Dialog Manager   _ShowDItem            Makes visible a specified item from a specified dialog
$24 $15  Dialog Manager   _FindDItem            Returns the ID of the item located at a specified point in a specified dialog
$25 $15  Dialog Manager   _UpdateDialog         Redraws the part of a specified dialog that is in a specifed update region
$26 $15  Dialog Manager   _GetDItemType         Returns type of a specified item (buttonItem, radioItem, statText, etc.)
$27 $15  Dialog Manager   _SetDItemType         Changes a specified item to a new specified item type
$28 $15  Dialog Manager   _GetDItemBox          Returns the display rectangle of a specified item
$29 $15  Dialog Manager   _SetDItemBox          Changes the display rectangle of a spec item to a new display rectangle
$2A $15  Dialog Manager   _GetFirstDItem        Returns the ID of the first item in a specified dialog
$2B $15  Dialog Manager   _GetNextDItem         Returns the ID of the next item in a specified dialog after a specified item
$2C $15  Dialog Manager   _ModalDialog2         If frontmost wndow is modal, then handles events in window; returns code if emabled item
$2E $15  Dialog Manager   _GetDItemValue        Returns the current value of a specified item
$2F $15  Dialog Manager   _SetDItemValue        Sets the value of a specified item to a new desired value & redraws the item
$32 $15  Dialog Manager   _GetNewModalDialog    Creates a modal dialog & returns a pointer to the port of the new dialog
$33 $15  Dialog Manager   _GetNewDItem          Adds a new item to a specified dialog's item list using a template
$34 $15  Dialog Manager   _GetAlertStage        Returns the stage of the last occurence of an alert as a number from 0 to 3
$35 $15  Dialog Manager   _ResetAlertStage      Resets stage of last occurrence of alert so next occurence of same alert will be as first
$36 $15  Dialog Manager   _DefaultFilter        Calls standard default filter used by ModalDialog or Alert when no user filter is spec
$37 $15  Dialog Manager   _GetDefButton         Returns the ID of the default button item in a specified dialog
$38 $15  Dialog Manager   _SetDefButton         Sets the ID of the default button to a specified ID
$39 $15  Dialog Manager   _DisableDItem         Disables a specified item in a specified dialog
$3A $15  Dialog Manager   _EnableDItem          Enables a specified item in a specified dialog

Scrap Manager

$01 $16  Scrap Manager    _ScrapBootInit        Initializes the Scrap Manager; called only by Tool Locator (not application)
$02 $16  Scrap Manager    _ScrapStartUp         Starts up the Scrap Manager for use by an application
$03 $16  Scrap Manager    _ScrapShutDown        Shuts down the Scrap Manager
$04 $16  Scrap Manager    _ScrapVersion         Returns the version number of the Scrap Manager
$05 $16  Scrap Manager    _ScrapReset           Resets the Scrap Manager; called only on reset (not by application)
$06 $16  Scrap Manager    _ScrapStatus          Indicates whether the Scrap Manager is active
$09 $16  Scrap Manager    _UnloadScrap          Writes desk scrap from memory to the scrap file & releases the memory it occupied
$0A $16  Scrap Manager    _LoadScrap            Reads the desk scrap from the scrap file into memory
$0B $16  Scrap Manager    _ZeroScrap            Clears the contents of the scrap and increments the scrap count
$0C $16  Scrap Manager    _PutScrap             Appends specified data to the scrap that has the same scrap type as the data
$0D $16  Scrap Manager    _GetScrap             Copies scrap info of appropriate type to spec handle, setting handle to correct size
$0E $16  Scrap Manager    _GetScrapHandle       Returns a copy of the handle for the scrap of a specified type
$0F $16  Scrap Manager    _GetScrapSize         Returns the size of the specified scrap
$10 $16  Scrap Manager    _GetScrapPath         Returns a pointer to the pathname used for the Clipboard file
$11 $16  Scrap Manager    _SetScrapPath         Sets a pointer to the pathname used for the Clipboard file
$12 $16  Scrap Manager    _GetScrapCount        Returns the current scrap count
$13 $16  Scrap Manager    _GetScrapState        Returns a flag indicating the current state of the scrap
$14 $16  Scrap Manager    _GetIndScrap          This call is useful for utilities that want to read all scrap types
$15 $16  Scrap Manager    _ShowClipboard        Creates a System window that takes care of the clipboard display for you

Std File Ops

$01 $17  Std File Ops     _SFBootInit           Initializes the Std File Ops Tool Set; called only by Tool Locator (not by application)
$02 $17  Std File Ops     _SFStartUp            Starts up the Std File Ops Tool Set for use by an application
$03 $17  Std File Ops     _SFShutDown           Shuts down the Standard File Operations Tool Set when application quits
$04 $17  Std File Ops     _SFVersion            Returns the version number of the Standard File Operations Tool Set
$05 $17  Std File Ops     _SFReset              Resets the Std File Ops Tool Set; called only on system reset - not by application
